Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU233,14.55863242,6.464723396,278.3478797,4249.550068,Male,81.0037041,8.630380824,44.7386546,8.906070503,Carrier A,9.374797208,Supplier 3,Bangalore,23.71029046,166.2431173,10.4903358,98.88341338,Pending,1.546212057,Road,Route B,536.7520948
cosmetics,SKU234,65.63222404,4.456059917,272.9881363,8476.754273,Female,45.62759619,4.628017475,67.8330199,7.052116631,Carrier A,8.257287481,Supplier 1,Kolkata,16.36055692,330.660344,7.251214372,40.31944281,Pass,3.985204715,Road,Route B,795.9554705
haircare,SKU235,69.68180073,14.2364437,631.8409573,9085.758776,Unknown,57.35528324,8.244141965,58.70028144,5.870738946,Carrier B,1.785001913,Supplier 2,Chennai,29.16233536,895.9804022,1.529769588,38.88476895,Fail,0.274183248,Rail,Route B,199.8958082
skincare,SKU236,88.41202136,18.14663881,501.883977,9447.092285,Male,9.666023636,9.700001622,74.73529712,8.937252411,Carrier C,8.760814137,Supplier 1,Mumbai,9.445866918,186.5439646,10.23080238,5.030621383,Pass,0.152092528,Sea,Route C,181.061005
skincare,SKU237,15.97379735,21.55941933,210.4247561,1061.618523,Unknown,35.54622018,14.29777453,23.05393937,5.940226976,Carrier B,1.486778211,Supplier 1,Mumbai,3.919196418,558.0015465,18.01333469,74.83158309,Pass,1.921447023,Sea,Route A,265.2490328
haircare,SKU238,53.07957198,22.3624163,120.3998843,6781.980681,Unknown,32.02562861,22.32227528,34.49781442,6.949183832,Carrier C,8.862052648,Supplier 4,Kolkata,13.70708998,477.1116243,12.23331216,80.57017238,Fail,4.321828148,Air,Route A,188.224773
skincare,SKU239,56.69528235,60.14036866,511.7876415,1890.943985,Non-binary,98.82027681,1,28.72106937,2.643957035,Carrier B,9.703942289,Supplier 2,Kolkata,9.040976657,876.3460185,6.698585538,78.10935636,Pending,1.471470592,Air,Route A,187.5196996
haircare,SKU240,3.815706022,65.00346914,861.8482757,6079.705292,Female,39.84901957,5.458586728,1,5.272101215,Carrier A,5.63140798,Supplier 4,Kolkata,1.072737034,936.5862431,9.025058348,78.5388642,Fail,0.541943432,Rail,Route A,330.4352735
haircare,SKU241,72.28423623,89.02745178,126.927575,4635.714636,Non-binary,61.30429805,17.68600023,67.52623207,1,Carrier C,6.939573911,Supplier 4,Mumbai,20.61862588,801.2377216,20.38629442,37.25115821,Fail,4.074646237,Road,Route A,801.5105997
skincare,SKU242,49.39055554,31.68380332,181.3023734,9751.519677,Male,5.791970687,18.19655397,43.94185032,4.272105536,Carrier B,2.577206472,Supplier 4,Kolkata,24.41562432,494.4459453,7.508175362,61.21775939,Pending,2.919483563,Rail,Route B,617.0572528
haircare,SKU243,31.37197334,54.91872525,889.0463753,2523.640247,Unknown,73.59900153,1.028158156,59.84297855,10,Carrier C,9.305155871,Supplier 4,Kolkata,21.7550911,771.3599168,28.0067036,47.63478102,Fail,2.462152867,Rail,Route C,205.1874169
haircare,SKU244,57.18262632,56.16178961,203.7223056,8112.30192,Unknown,28.76638513,25.98014896,17.16898044,1.067129288,Carrier B,6.27406732,Supplier 3,Bangalore,5.419999537,201.8548334,10.41516488,58.15791968,Pending,0.153571956,Air,Route A,371.2696362
skincare,SKU245,55.01732219,61.75543231,521.5731391,1904.962573,Non-binary,95.5140537,1,29.42974858,2.887211692,Carrier B,9.631771139,Supplier 3,Kolkata,10.04034289,860.2952972,7.382246283,75.88270627,Pending,1.460898253,Rail,Route A,187.1016868
haircare,SKU246,36.8210115,20.14875534,618.9707853,9047.572668,Unknown,6.690430096,9.736653089,44.63909281,8.069171963,Carrier C,4.335897712,Supplier 2,Kolkata,19.21822945,369.3278496,15.08634194,23.10517305,Pending,2.114224752,Sea,Route A,653.9617788
skincare,SKU247,83.7794286,39.72730719,369.6740986,8207.696857,Male,20.36152401,23.85671585,65.87724262,4.738602815,Carrier B,1.323333143,Supplier 4,Chennai,11.9218443,428.7105493,3.307937414,48.88811377,Fail,4.537689222,Air,Route A,831.7010067
skincare,SKU248,3.809729378,46.34550954,88.19628241,7644.203242,Male,11.63631865,15.23991578,56.19761839,8.013158766,Carrier B,3.718551696,Supplier 3,Kolkata,14.80680464,293.9346447,23.62073969,1.08506857,Fail,0.867295476,Sea,Route A,162.8040251
haircare,SKU249,34.84223767,1,23.17960493,5196.801414,Male,94.37669407,7.38576151,54.09151963,5.773326801,Carrier B,5.286674371,Supplier 2,Chennai,24.57806989,772.4963016,24.7514107,68.41535059,Pass,3.182963663,Rail,Route A,523.2802842
cosmetics,SKU250,25.31779525,28.11804476,315.7715703,7491.78761,Non-binary,68.25299153,1.717951856,31.33209409,3.177179091,Carrier B,5.537714364,Supplier 3,Bangalore,27.57670524,653.2320748,28.5256346,17.44279265,Pending,3.938024205,Road,Route A,183.0494417
haircare,SKU251,67.84301137,17.94362721,623.802373,9074.524917,Unknown,58.36317675,8.460278788,58.73517725,6.305840703,Carrier B,1.423197957,Supplier 2,Chennai,28.17611157,913.4846745,2.421722277,41.0392196,Fail,0.578409901,Rail,Route B,211.1999045
skincare,SKU252,16.28080997,14.01923675,996,2126.235979,Non-binary,50.78016546,13.67557665,77.50796067,2.216648791,Carrier C,8.89077778,Supplier 5,Kolkata,16.87125445,788.4858285,4.767855501,98.37312835,Pass,1.577753091,Road,Route B,769.6787741
haircare,SKU253,3.295489887,66.64060435,926.5551425,5962.655922,Female,43.92163744,6.083305884,1,4.81054585,Carrier B,4.86551406,Supplier 4,Mumbai,1,920.2126728,8.675400575,80.22641359,Fail,0.445102304,Rail,Route A,336.1190276
skincare,SKU254,5.940667704,10.83517351,349.2704012,2608.789166,Male,61.60006498,26.14746451,35.18078425,6.884802156,Carrier B,8.914896181,Supplier 4,Kolkata,27.25437248,798.5260127,29.4320146,49.62766461,Fail,0.993040898,Road,Route C,888.8242323
skincare,SKU255,12.88541957,55.28158755,254.6819705,4136.970435,Non-binary,54.60929182,19.58401447,9.87247462,4.135087312,Carrier A,2.337687833,Supplier 3,Bangalore,17.36406108,748.2542784,9.675672386,16.77585673,Pending,3.558024887,Air,Route A,711.3673347
haircare,SKU256,28.82615463,74.16996353,874.7582861,2559.228953,Non-binary,94.49979301,28.45213914,10.39638582,7.943751557,Carrier B,4.163946979,Supplier 3,Chennai,18.00283112,850.9941519,23.48328827,76.80228685,Fail,3.700348232,Road,Route B,366.0482735
haircare,SKU257,35.93713439,24.09254642,621.2076779,9572.543325,Unknown,10.35584202,9.629790103,42.46984555,7.679581417,Carrier A,4.296779486,Supplier 2,Kolkata,18.79479883,344.536734,18.0726339,29.24666248,Pending,2.099207815,Sea,Route A,574.0881698
cosmetics,SKU258,49.76331825,42.35826533,284.7450336,2253.572469,Male,87.85796087,24.9174743,10.57183992,7.856696329,Carrier C,4.312723631,Supplier 2,Mumbai,3.921674131,685.1248918,29.37336572,60.91775679,Pass,0.397613594,Road,Route B,215.1545855
skincare,SKU259,87.49655142,95.01436524,956.4788585,6224.203616,Female,44.36068648,23.18637325,60.62011881,1.069075095,Carrier A,4.341622855,Supplier 2,Kolkata,28.14337797,393.1750263,10.73496752,28.10342848,Pending,0.018607568,Air,Route A,131.2422425
cosmetics,SKU260,94.12317234,43.81945446,332.5615409,2626.495359,Unknown,48.36202658,8.526989655,61.22433471,7.906513962,Carrier C,7.275124939,Supplier 5,Mumbai,24.92451374,282.4396385,3.768843475,11.05647914,Pending,2.962892646,Sea,Route A,776.1221668
skincare,SKU261,78.24782451,63.82105972,674.7439524,7571.84866,Unknown,19.26020853,14.43574107,26.560376,8.93883219,Carrier B,8.662818361,Supplier 4,Mumbai,18.7886677,449.2122317,25.48605466,55.7037503,Pending,1.261372686,Air,Route A,783.2832663
cosmetics,SKU262,2.132551011,11.90397819,418.8032706,6463.998576,Female,48.39875984,14.50953548,22.96312052,3.967043659,Carrier B,9.714442342,Supplier 1,Mumbai,12.31621399,207.9513815,7.175515845,57.79009173,Fail,0.896121449,Air,Route A,103.916248
cosmetics,SKU263,74.82639888,84.12143764,13.36433743,8852.952378,Female,16.33634458,17.84138431,66.36993462,1.827277006,Carrier B,8.091244943,Supplier 5,Chennai,3.98749692,224.1704956,1.806564299,68.716391,Pass,1.351723011,Road,Route B,857.4941676
skincare,SKU264,20.52108481,11.78126835,220.368621,1221.192404,Unknown,35.82565915,13.52110769,21.93185565,6.256254184,Carrier B,1.554188308,Supplier 1,Mumbai,4.014595651,585.9560935,17.54022072,78.00372308,Pass,2.114742807,Rail,Route A,235.1990084
haircare,SKU265,68.62819244,55.37264014,838.2596979,8596.020038,Non-binary,55.81021923,7.927623505,96,4.250884423,Carrier B,3.113742856,Supplier 3,Mumbai,29.95321624,205.986997,28.89059189,45.88798783,Pending,0.208136601,Road,Route B,159.7490409
haircare,SKU266,9.974769833,5.357772778,632.5273092,5677.345004,Unknown,36.44890901,28.61934918,84.57146698,9.085548262,Carrier B,3.811198518,Supplier 5,Mumbai,1.068514909,201.4216978,23.07551941,24.82894407,Pending,0.351096995,Air,Route A,721.9830063
haircare,SKU267,6.080376646,33.06291287,241.6955826,9386.805023,Unknown,3.741840024,25.43772918,1.486444597,8.557405192,Carrier C,9.461433719,Supplier 2,Bangalore,27.7270873,422.1083819,3.07236304,38.01591982,Fail,3.680607783,Air,Route A,723.8766812
cosmetics,SKU268,76.94817223,43.86422138,374.5954495,7689.43323,Male,18.84083861,24.87918127,64.03385171,5.066551173,Carrier B,1.52213014,Supplier 4,Chennai,12.64435049,430.4394231,3.404839045,48.31752648,Fail,4.497691615,Road,Route A,852.2214022
cosmetics,SKU269,73.01639985,10.68430389,753.1791987,4335.432049,Male,48.79923731,5.533972533,10.96010834,5.056420957,Carrier B,3.985394311,Supplier 3,Delhi,27.70068258,685.7511192,1.409388778,21.41249843,Pass,2.482213569,Road,Route B,303.0340607
haircare,SKU270,70.82666098,8.936644537,754.3990625,4377.878207,Unknown,48.70620155,6.377015485,8.846392933,4.946321897,Carrier B,4.145473406,Supplier 3,Delhi,28.07836709,700.234545,1,17.33342681,Pending,2.572933319,Rail,Route B,285.4691866
skincare,SKU271,97.90257738,36.78426439,588.0875015,5812.405358,Female,62.93049839,18.89067762,37.21856814,7.879128091,Carrier B,5.444876265,Supplier 4,Delhi,17.99144632,869.3483342,6.980180309,99.4661086,Fail,0.018607568,Sea,Route A,279.0049717
cosmetics,SKU272,76.89257022,91.34536156,282.5811552,3779.373009,Unknown,86.83544482,1.251473591,39.02453214,6.790576615,Carrier C,7.157414172,Supplier 2,Mumbai,12.30900403,763.2618147,15.03670421,22.96963033,Pass,1.947727224,Air,Route C,314.8388656
haircare,SKU273,70.18265194,52.83412575,792.5245457,8538.42385,Non-binary,57.48545022,7.613502943,93.20175442,3.894944903,Carrier B,2.886224793,Supplier 3,Mumbai,28.23787034,218.6078404,28.80165199,48.46751315,Pending,0.199334654,Road,Route B,195.9533461
cosmetics,SKU274,89.78123235,14.72605934,485.3404777,9278.57369,Unknown,11.80049418,9.914707323,70.7345644,9.104916625,Carrier A,9.079298652,Supplier 1,Mumbai,10.10779588,194.3580631,11.33065123,4.829397265,Pass,0.139356319,Rail,Route C,172.0183673
skincare,SKU275,99.17132864,26.19592648,540.3044764,8583.262036,Non-binary,54.32438313,27.89709049,73.73183371,4.972424993,Carrier B,2.107322945,Supplier 1,Kolkata,25.05110389,529.4349787,14.64005614,5.995166864,Fail,0.196211717,Air,Route B,917.8226267
haircare,SKU276,66.92257917,28.0831006,463.4365667,1061.618523,Non-binary,100,16.03099042,27.34924706,6.986311506,Carrier B,7.258841423,Supplier 1,Mumbai,11.1909108,205.8915938,3.325870844,1.08506857,Fail,0.451238527,Air,Route A,348.8944642
cosmetics,SKU277,1.699976014,92.77713898,996,7949.303899,Unknown,76.03050974,25.47352572,75.28399737,9.382301049,Carrier B,6.890730091,Supplier 2,Chennai,11.74582338,927.8885073,13.85731855,61.53539607,Pass,1.518523416,Rail,Route B,847.3322485
skincare,SKU278,48.78614294,99.4924718,153.9976409,1901.778052,Female,21.86514201,26.56723665,56.90190784,3.979514101,Carrier C,7.223433372,Supplier 5,Bangalore,26.44946228,195.6414459,7.315409166,98.16358621,Fail,4.921943551,Sea,Route A,626.4706449
skincare,SKU279,52.69721485,27.71832514,192.9249767,9866.465458,Female,4.833420795,17.55947688,45.50337867,3.908861011,Carrier C,2.79110777,Supplier 3,Chennai,23.8996185,449.9561951,8.997057992,61.52878444,Pass,2.82348912,Rail,Route C,607.0968316
skincare,SKU280,72.16432753,59.16951708,728.8701688,9566.968887,Male,62.61140982,17.06992061,85.40530443,7.044926758,Carrier A,3.934004031,Supplier 4,Mumbai,20.69062069,953.9837368,11.42552731,69.0462468,Pending,0.875625034,Sea,Route A,103.916248
haircare,SKU281,68.92141177,18.79443662,620.8382974,9127.495147,Unknown,55.69188734,7.924558912,60.68970402,6.14942118,Carrier B,1.41647564,Supplier 2,Chennai,27.53494246,923.255155,1.936864749,38.40350919,Fail,0.271791974,Rail,Route C,187.0691589
skincare,SKU282,88.33605015,16.91218867,530.7609925,9437.962596,Unknown,12.10660964,8.569904654,71.7376647,8.84331888,Carrier C,9.250121773,Supplier 1,Mumbai,10.68506224,206.2511801,11.7443128,6.165595836,Pass,0.018607568,Sea,Route C,166.3808377
cosmetics,SKU283,1.840658399,97.10241948,989.6435672,7892.616595,Unknown,77.7211483,25.84985589,69.36072386,8.993572206,Carrier B,6.966557727,Supplier 2,Delhi,12.94822253,868.1704303,14.93806497,62.44996868,Pass,1.531081018,Rail,Route B,849.421688
haircare,SKU284,28.59336763,77.38334686,890.7521998,2460.743977,Non-binary,93.6370741,29.80935548,5.538216281,8.252977163,Carrier B,4.099285633,Supplier 3,Chennai,17.40918081,857.4904119,22.16281963,77.24580273,Pending,3.632846455,Road,Route B,383.8024615
cosmetics,SKU285,66.10209814,2.146142893,305.3420667,8122.060658,Female,42.30723151,4.724944261,67.36155453,6.709615872,Carrier B,8.211402588,Supplier 1,Chennai,17.42697024,304.4551459,7.11392177,41.17776296,Pass,3.953451956,Road,Route B,803.5059672
skincare,SKU286,35.05187227,2.699748508,28.9586375,5332.418134,Male,89.80509156,6.957119228,50.32580918,6.050644177,Carrier B,5.204524988,Supplier 2,Chennai,26.12915674,810.1509799,25.16501695,65.78730836,Pass,3.384546836,Rail,Route A,494.7704092
haircare,SKU287,4.172685453,60.07789479,65.70558806,4536.157198,Male,46.4189925,19.6091841,4.15043908,9.105680421,Carrier A,7.706986842,Supplier 4,Mumbai,8.976229771,526.6044604,12.17303955,61.59973858,Fail,3.405933716,Road,Route A,508.5140336
cosmetics,SKU288,98.04699884,6.66319158,111.2790241,6128.44665,Unknown,88.12610857,1.494126372,27.23986384,7.822781295,Carrier B,9.929816245,Supplier 2,Kolkata,22.72294888,372.6705264,10.87828442,41.28303981,Pending,1.973971811,Rail,Route B,531.2094627
cosmetics,SKU289,62.86524523,31.42967363,509.6182422,1061.618523,Non-binary,100,15.43368305,22.88977944,7.105452393,Carrier B,7.123430779,Supplier 1,Kolkata,10.29808087,155.0582353,3.798257173,1.08506857,Pending,0.505670509,Air,Route A,321.179251
cosmetics,SKU290,97.19916434,12.003982,142.457566,5636.096028,Unknown,93.67314527,1,30.64610106,7.971616621,Carrier B,9.868488215,Supplier 1,Kolkata,23.23155814,357.6904345,9.906169142,46.38879532,Fail,1.944575789,Rail,Route B,544.979837
skincare,SKU291,17.43213477,42.50312337,940.6228778,8730.702336,Female,51.28798303,1.761382455,28.01831515,6.960709422,Carrier B,1.318465961,Supplier 5,Chennai,27.33436509,559.538878,7.940265215,5.64577819,Pending,2.705386075,Rail,Route A,866.7142727
haircare,SKU292,84.2730587,20.08965369,103.0261299,4996.528019,Male,11.22949801,7.418849764,53.80684035,9.749123928,Carrier A,6.648783858,Supplier 3,Chennai,25.89231096,535.1316596,16.1916367,26.78868432,Fail,3.41792458,Sea,Route A,881.6847572
haircare,SKU293,12.28792595,7.408718099,599.832086,5824.618352,Unknown,34.90156672,28.36715819,87.7827641,9.089777674,Carrier B,3.607045148,Supplier 5,Mumbai,1,227.5523103,23.73332553,25.84947838,Pending,0.307291911,Air,Route A,711.4105082
cosmetics,SKU294,57.46316951,74.80112776,733.3849006,9542.175237,Non-binary,70.63046449,2.034396303,87.91077192,4.654593272,Carrier B,9.337044868,Supplier 5,Mumbai,9.874193289,855.875839,11.7294816,10.62854892,Pending,0.62380117,Air,Route B,353.8093927
skincare,SKU295,35.04042128,95.8508013,473.4387346,5570.023839,Non-binary,9.714130749,7.283905658,67.31614698,6.942192606,Carrier B,2.612031511,Supplier 1,Bangalore,13.55578724,588.0330044,7.176141704,99.4661086,Pass,2.260303931,Rail,Route B,103.916248
skincare,SKU296,49.4675083,30.7726055,165.8830083,9760.445957,Male,4.837076714,17.49127135,45.46832587,3.707413657,Carrier B,2.680396579,Supplier 3,Kolkata,24.06780231,455.718909,8.803131994,57.8560649,Pending,2.944883183,Rail,Route C,594.2015868
skincare,SKU297,28.04262656,50.78323191,724.9679635,8125.229056,Non-binary,10.60368318,18.10280311,18.97750942,7.90307002,Carrier B,2.459155658,Supplier 5,Kolkata,24.7225765,883.2236954,27.66945921,41.51989175,Fail,3.478731602,Road,Route A,406.252226
cosmetics,SKU298,62.0217882,29.15477648,473.5006131,1488.837935,Non-binary,97.45164197,15.54027069,24.94440414,6.918645787,Carrier B,7.472015127,Supplier 1,Kolkata,10.85245501,152.6676478,4.829930167,2.419503825,Pass,0.488578982,Air,Route A,324.2046915
skincare,SKU299,87.23232103,8.899751385,163.1353361,8528.512974,Female,74.24532843,26.80906135,72.51438352,6.167491938,Carrier C,4.640885859,Supplier 1,Bangalore,17.78974161,324.5856612,5.7568458,11.42427371,Fail,0.347641468,Air,Route C,771.3921182
cosmetics,SKU300,76.01434177,18.71967499,87.56084632,8074.087205,Unknown,91.6039696,23.82363911,10.19396151,6.042875553,Carrier C,2.64523417,Supplier 5,Delhi,27.65294216,127.2531377,28.63735297,15.64152725,Pass,2.98020002,Rail,Route A,338.2171266
skincare,SKU301,73.60778186,89.38615544,271.2524463,3859.939495,Unknown,83.45420709,2.544261653,42.7036215,6.664935789,Carrier C,7.418214691,Supplier 2,Mumbai,13.50022144,773.6276954,14.69916983,26.23490285,Pass,1.913392234,Road,Route A,338.5856195
cosmetics,SKU302,46.06402875,56.94454817,425.4554947,8324.006946,Male,90.10328816,16.8304223,9.218205334,1,Carrier B,2.706080673,Supplier 2,Bangalore,22.24643974,580.4124929,1.478302546,99.26765255,Fail,0.354903204,Road,Route A,806.5047594
skincare,SKU303,61.4917255,69.67696953,84.36810572,7844.805032,Non-binary,21.5951252,12.9889688,57.87869903,6.050860519,Carrier C,1.977394003,Supplier 5,Kolkata,23.96697671,912.8413028,18.11384023,37.01277145,Fail,4.656302926,Rail,Route A,276.9677912
skincare,SKU304,51.44364534,24.05571117,150.9537128,9674.478135,Male,8.387964546,17.82976215,43.5505615,4.028029118,Carrier B,2.855198971,Supplier 3,Chennai,23.22889373,468.131651,7.519822137,59.91305913,Pending,2.943826172,Rail,Route C,617.159032
haircare,SKU305,91.27720439,88.28945093,489.1086279,2528.64748,Non-binary,57.56181765,28.58337157,78.2050059,9.263621585,Carrier A,6.5851829,Supplier 1,Bangalore,21.43233332,170.0602161,10.75117205,56.59342036,Pending,3.325371393,Rail,Route B,707.1946232
haircare,SKU306,55.89396542,54.91591122,191.4240383,7870.9034,Unknown,32.82987645,24.24348759,18.85161547,1.037736889,Carrier B,6.595800442,Supplier 4,Bangalore,4.011190723,214.0731435,10.98573889,56.49463142,Pending,0.12283204,Air,Route C,360.4883557
haircare,SKU307,75.38895715,14.13432284,737.9995855,3192.769286,Male,98.31582526,11.05203213,9.745688235,4.996258307,Carrier B,5.306695229,Supplier 2,Delhi,27.50381935,921.5890579,5.535905114,31.39710015,Fail,4.587918503,Air,Route A,340.5355385
haircare,SKU308,81.97594395,24.26074862,74.09271077,4950.535934,Male,4.761416779,7.519506903,53.47625303,10,Carrier A,6.515911002,Supplier 3,Chennai,27.03025216,522.9308523,17.14353116,33.26326476,Fail,3.648172389,Sea,Route B,879.7495443
skincare,SKU309,19.45153544,43.55104202,896.5867207,8710.729214,Female,51.89865432,1.251977408,27.53445818,6.808943551,Carrier B,1.316023584,Supplier 5,Chennai,28.29761051,578.3077385,10.68912307,4.728760171,Pending,2.808911033,Rail,Route A,883.5007139
skincare,SKU310,40.49393261,91.4102149,442.8193517,5585.70066,Non-binary,8.182488848,8.499667213,68.89278789,7.149898969,Carrier C,2.264851778,Supplier 1,Bangalore,14.35561079,571.1729904,7.417733822,99.4661086,Pass,2.185233255,Sea,Route B,121.5342684
haircare,SKU311,49.01418064,69.25071891,216.0728749,1391.383909,Unknown,5.281124945,18.54371504,51.41137277,1.321078782,Carrier B,9.007129698,Supplier 2,Delhi,20.12097481,613.1789925,24.18339497,68.40359737,Pending,2.649132175,Rail,Route A,486.056345
skincare,SKU312,86.88777496,11.8111884,538.2765134,9603.211134,Unknown,13.73879435,7.988605485,73.87366588,8.860810305,Carrier C,9.056965033,Supplier 1,Mumbai,9.592389244,214.6850331,10.89571696,8.005759823,Pass,0.139425088,Sea,Route C,167.5734061
haircare,SKU313,1.699976014,89.09128858,112.9098179,3110.691775,Non-binary,93.57307684,25.97000637,67.31604142,3.358094229,Carrier B,4.195055641,Supplier 4,Bangalore,9.319836407,118.3351701,17.26595265,57.19592805,Pass,2.754563528,Road,Route A,238.2357245
haircare,SKU314,69.65499575,54.90322308,807.7957312,8609.877809,Unknown,60.67999977,6.783563582,92.75624184,4.493703389,Carrier B,2.898193596,Supplier 3,Mumbai,29.76163848,239.7524146,29.5482243,45.89023676,Pending,0.254623861,Road,Route B,164.9766493
skincare,SKU315,79.91519234,25.41385179,33.72789895,7563.93292,Non-binary,33.15980721,16.42928592,11.03874341,2.884884562,Carrier C,7.24301845,Supplier 2,Mumbai,8.889152533,129.4293681,18.05948206,25.24660561,Fail,1.713986451,Rail,Route B,754.9384429
skincare,SKU316,11.24524264,56.37526496,257.3072163,4294.398013,Unknown,55.8942418,18.31652618,10.60480836,3.741159429,Carrier A,2.372899319,Supplier 4,Bangalore,18.19788743,726.6303281,10.94728722,19.39020138,Pending,3.711651248,Sea,Route A,682.5590715
haircare,SKU317,38.18848763,28.35817441,150.5018485,3723.356304,Non-binary,0,8.274988555,58.91670265,7.951457862,Carrier B,1.013486566,Supplier 2,Bangalore,1.796617556,384.3081948,18.17541932,93.27486879,Fail,2.063315862,Rail,Route B,289.8151626
haircare,SKU318,55.50301522,53.36755678,193.6199015,7920.488703,Female,28.91191802,24.93784211,18.86397643,1,Carrier A,6.753908151,Supplier 3,Bangalore,5.049927368,229.8675473,13.18199432,56.87258614,Pending,0.226176055,Air,Route C,342.0114913
skincare,SKU319,91.16586269,13.06306079,166.9412271,8696.696051,Unknown,75.11783207,26.5642798,76.25215439,6.218634349,Carrier C,4.916291647,Supplier 1,Delhi,17.09925228,319.3316719,5.487203636,10.62018996,Pending,0.093871372,Air,Route C,773.1415173
cosmetics,SKU320,78.42961895,25.9380227,51.48103633,7418.312801,Unknown,28.88822732,15.55431153,8.836133896,3.122372714,Carrier C,7.088684057,Supplier 5,Mumbai,9.858114944,104,17.9439643,25.29204536,Pending,1.579633277,Rail,Route A,787.241371
cosmetics,SKU321,72.83494483,91.81778043,263.1948843,3771.336719,Unknown,85.68683586,1.569056764,43.0601692,6.964435676,Carrier C,7.370081515,Supplier 2,Mumbai,13.27195497,766.720364,13.73783378,22.55856341,Pass,2.002073388,Sea,Route C,318.0645598
skincare,SKU322,16.85279568,41.79732969,900.5375196,8902.854384,Female,56.33135816,1.423942552,26.34815573,7.216113339,Carrier B,1.207675099,Supplier 5,Chennai,28.62441368,597.3508937,8.912219474,7.84617755,Pending,2.864109817,Rail,Route A,859.5918547
haircare,SKU323,79.81039867,66.38579838,641.8346345,7496.237889,Unknown,12.87019798,13.77153207,27.63338854,8.942817595,Carrier B,8.570942858,Supplier 4,Mumbai,18.18525843,464.0633846,25.99938511,62.00258483,Pending,1.177852654,Air,Route A,800.8916446
cosmetics,SKU324,74.37220729,90.15245322,272.1427742,3791.697993,Unknown,86.55159682,2.791294678,40.33313155,6.928838636,Carrier C,7.438178907,Supplier 2,Mumbai,12.19662843,744.6576193,13.43115055,20.80960409,Pass,1.996671184,Sea,Route C,332.298999
skincare,SKU325,76.89997804,97.15286098,928.2962343,5853.191618,Female,89.98556323,20.08362698,41.11447074,8.210514523,Carrier C,7.277515203,Supplier 1,Kolkata,18.06067434,804.5555385,1,87.68940551,Pending,4.207100392,Rail,Route B,511.6088719
skincare,SKU326,64.7884219,66.36179539,64.41328966,7610.838636,Non-binary,22.21794734,11.87904865,59.10021395,5.953279389,Carrier C,1.73697237,Supplier 1,Kolkata,23.71232033,908.9490483,17.84895386,38.02603382,Fail,4.647234599,Rail,Route A,239.0990023
cosmetics,SKU327,7.268286599,10.0263766,633.8328175,8164.442849,Female,80.07872671,2.440438748,25.4472004,5.860913233,Carrier A,9.166838449,Supplier 2,Bangalore,1.531131628,296.4088437,9.991144268,32.28463034,Pending,2.129466365,Road,Route A,416.9135961
skincare,SKU328,70.18221237,42.82705335,335.5048855,2759.697488,Unknown,98.82837339,29.89587159,87.00345704,4.077692677,Carrier C,1.176657986,Supplier 4,Kolkata,4.06413657,547.0119669,2.57234973,34.6175522,Fail,2.308633131,Road,Route B,409.286829
skincare,SKU329,7.297048168,34.33965568,945.0305585,7691.647422,Female,18.33541855,23.24300849,26.18814571,2.750908341,Carrier B,1.811301065,Supplier 5,Delhi,25.07909642,671.1918073,20.11465387,44.74578764,Pending,3.748576505,Air,Route B,402.8394487
skincare,SKU330,20.10934424,40.31788124,929.8735466,8519.079624,Female,50.87592667,1.127118724,24.51149495,7.035108474,Carrier B,1.245697205,Supplier 1,Chennai,26.85856729,551.720424,8.647593442,6.592176656,Fail,3.031538838,Rail,Route A,907.7093945
haircare,SKU331,33.4960993,23.14091818,641.908408,9358.492992,Unknown,10.29530712,10.0690756,46.89852818,7.653766279,Carrier C,4.360455572,Supplier 2,Kolkata,18.23023851,380.9196397,17.92812335,25.95723496,Pending,2.394105452,Sea,Route C,586.9975107
cosmetics,SKU332,72.65591333,91.7206296,267.7463249,3695.199882,Unknown,84.36723289,1.577131311,39.76772935,7.072998888,Carrier B,7.174265686,Supplier 2,Kolkata,13.45855663,769.4519174,13.84725569,22.85519584,Pending,1.682860336,Sea,Route C,278.7049311
cosmetics,SKU333,76.89386813,54.33890043,742.7797856,9369.270832,Male,59.14180261,17.44776823,84.84092737,6.993764406,Carrier A,3.984040893,Supplier 2,Mumbai,19.81299934,929.1639452,11.24935583,63.79397898,Pending,0.648115385,Road,Route A,145.8138832
cosmetics,SKU334,82.46514794,83.33317811,157.7053734,2592.158879,Female,48.43665118,16.91046422,87.14063797,8.974366135,Carrier C,3.948903093,Supplier 1,Chennai,7.375792201,451.3054466,15.30424203,48.0854298,Fail,0.021393263,Air,Route C,678.8150351
cosmetics,SKU335,91.48903732,85.07374932,458.31874,2588.809868,Female,54.29107484,29.03201251,78.2357249,8.835135587,Carrier A,6.360563822,Supplier 1,Bangalore,20.08425691,173.3626918,9.98960356,56.34250552,Pending,3.341845523,Rail,Route B,660.4682803
skincare,SKU336,97.40548154,28.96858976,526.9608057,8467.929705,Unknown,56.96098431,29.3716329,77.38162119,5.224387337,Carrier B,2.119457232,Supplier 1,Kolkata,25.13494285,561.9744027,14.26983817,6.786447714,Pending,0.316795048,Air,Route B,925.7525663
